Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
SIC_74_4349_00,ee8bf71ea17d4869bc368a9130178183,2026-01-27T20:59:45Z,2025-10-16T17:45:11Z,Windows,Windows 11,Workstation,10.14.28.67,189.75.104.70,d0-94-66-d9-a5-e8,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",hevilens4349_00,"Protecao fase 3 - Global Windows
15 Jan 26 12:21 UTC","Windows - Estacoes - Global
15 Jan 26 12:32 UTC","platform_default
16 Oct 25 17:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Oct 25 17:49 UTC"
SIC_75_4349_00,dc3b259df836494285a9f199c052fc6e,2026-01-24T14:16:21Z,2025-12-08T20:34:02Z,Windows,Windows 11,Workstation,10.14.28.83,189.75.104.70,30-c5-99-1c-90-6f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",pedrom4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:10 UTC","Windows - Estacoes - Global
14 Jan 26 12:22 UTC","platform_default
08 Dec 25 20:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Dec 25 20:41 UTC"
SIC_76_4349_00,da4865d0fe78401d998e7ee17db45fa2,2026-01-27T21:11:25Z,2025-02-03T18:05:59Z,Windows,Windows 10,Workstation,10.14.28.135,189.75.104.70,b4-45-06-43-6c-16,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",julianam4349_21,"Protecao fase 3 - Global Windows
14 Jan 26 13:57 UTC","Windows - Estacoes - Global
14 Jan 26 14:08 UTC","platform_default
17 Apr 25 11:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Feb 25 18:07 UTC"
SIC_77_4349_00,91831eaeac074173ad158f269dd16835,2026-02-02T13:11:47Z,2025-10-07T13:35:23Z,Windows,Windows 11,Workstation,10.14.28.78,179.182.192.236,f4-ee-08-c7-41-eb,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",marior4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 13:21 UTC","Windows - Estacoes - Global
14 Jan 26 13:23 UTC","platform_default
07 Oct 25 13:38 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Oct 25 13:39 UTC"
SIC_78_4349_00,7e6c7dc752fe4750967ea78bf732778b,2026-02-02T13:27:04Z,2025-10-20T16:20:17Z,Windows,Windows 11,Workstation,192.168.46.4,138.118.3.62,5c-cd-5b-4e-c4-7e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",andressag4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:05 UTC","Windows - Estacoes - Global
14 Jan 26 12:08 UTC","platform_default
20 Oct 25 16:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Oct 25 16:22 UTC"
SIC_79_4349_00,d088ee0470bf457fb4deae29f42ac12d,2026-02-02T13:02:51Z,2023-11-27T18:44:08Z,Windows,Windows 10,Workstation,10.14.144.52,45.236.213.225,00-be-43-c7-72-06,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",laraf4349_14,"Protecao fase 3 - Global Windows
14 Jan 26 11:11 UTC","Windows - Estacoes - Global
14 Jan 26 11:29 UTC","platform_default
17 Apr 25 11:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:44 UTC"
SIC_81_4349_00,67dcba6d05004074b4594c6cdd373ec9,2026-02-02T13:07:26Z,2023-11-01T13:10:26Z,Windows,Windows 10,Workstation,10.14.28.119,189.75.104.70,00-be-43-c7-73-00,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",amandao4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:16 UTC","Windows - Estacoes - Global
14 Jan 26 12:16 UTC","platform_default
17 Apr 25 12:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:37 UTC"
SIC_82_4349_00,e46b5d7a5dff48af986b2e623ee60bbc,2025-12-30T13:39:57Z,2024-05-23T18:47:32Z,Windows,Windows 11,Workstation,10.13.28.112,189.75.104.70,30-89-4a-04-e7-50,7.31.20309.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",jessikav4349_00,"Protecao fase 3 - Global Windows
27 Nov 25 21:10 UTC","Windows - Estacoes - Global
09 Dec 25 20:15 UTC","platform_default
22 Apr 25 13:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:41 UTC"
SIC_83_4349_00,22b8e0bd79c04ce98566d8c535aad2a7,2026-02-02T13:09:17Z,2023-11-01T13:04:48Z,Windows,Windows 10,Workstation,192.168.28.25,189.75.104.70,00-d7-6d-72-32-ec,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",uamersonc4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:51 UTC","Windows - Estacoes - Global
14 Jan 26 12:25 UTC","platform_default
17 Apr 25 12:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Aug 24 12:41 UTC"
SIC_84_4349_00,07441de123bd430bae6b660e81d03213,2026-02-02T13:22:21Z,2024-03-04T14:18:52Z,Windows,Windows 10,Workstation,192.168.28.110,189.75.104.70,00-d7-6d-7e-63-55,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",gabriels4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:55 UTC","platform_default
17 Apr 25 12:10 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:32 UTC"
SIC_85_4349_00,2bd75057ed80450195364822de05f15b,2026-02-02T13:06:20Z,2025-09-02T17:41:06Z,Windows,Windows 11,Workstation,10.14.28.105,189.75.104.70,00-be-43-60-85-ed,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",pedrom4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 17:18 UTC","Windows - Estacoes - Global
15 Jan 26 14:27 UTC","platform_default
02 Sep 25 17:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Sep 25 17:43 UTC"
SIC_86_4349_00,39627ed8bdde4331b28c767da641cd39,2026-02-02T13:04:18Z,2023-10-31T21:20:43Z,Windows,Windows 10,Workstation,10.13.24.2,177.130.29.68,00-d7-6d-87-d7-82,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",tatianev4349_05,"Protecao fase 3 - Global Windows
14 Jan 26 10:36 UTC","Windows - Estacoes - Global
14 Jan 26 10:55 UTC","platform_default
17 Apr 25 11:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:37 UTC"
SIC_87_4349_00,744355ce153f412bb8f73c77da7806e4,2026-02-02T12:52:11Z,2023-11-01T12:58:50Z,Windows,Windows 10,Workstation,10.14.28.126,189.75.104.70,00-be-43-34-9f-da,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",brunoa4349_06,"Protecao fase 3 - Global Windows
13 Jan 26 23:46 UTC","Windows - Estacoes - Global
14 Jan 26 00:41 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:45 UTC"
SIC_88_4349_00,70a3669e7d5b4df991338cd1d763ccdc,2026-02-02T13:17:10Z,2023-10-31T21:15:09Z,Windows,Windows 10,Workstation,192.168.28.19,189.75.104.70,00-d7-6d-87-e1-19,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",crisleyn4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 07:45 UTC","Windows - Estacoes - Global
14 Jan 26 11:56 UTC","platform_default
17 Apr 25 12:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Aug 24 11:34 UTC"
SIC_89_4349_00,c858975455484425b4c46dd2c7d47549,2026-02-02T12:58:23Z,2024-07-17T14:32:28Z,Windows,Windows 10,Workstation,192.168.28.53,189.75.104.70,00-d7-6d-87-e1-2d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",durvalt4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 11:56 UTC","Windows - Estacoes - Global
14 Jan 26 11:37 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 20:40 UTC"
SIC_90_4349_00,176139cbf8b742d790de1ecc7c8603c1,2026-02-02T13:23:09Z,2025-12-17T20:58:58Z,Windows,Windows 11,Workstation,192.168.100.141,189.75.104.70,44-f7-9f-60-54-5f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:21 UTC","Windows - Estacoes - Global
14 Jan 26 12:26 UTC","platform_default
17 Dec 25 21:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
18 Dec 25 12:06 UTC"
SIC_91_4349_00,8f3f4a5533814ae5b63541d2af9ea3b1,2026-02-02T13:03:07Z,2023-11-01T17:27:45Z,Windows,Windows 11,Workstation,10.14.28.88,189.75.104.70,b4-45-06-65-f7-c1,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",marianas4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 03:03 UTC","Windows - Estacoes - Global
14 Jan 26 12:56 UTC","platform_default
17 Apr 25 12:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Aug 24 14:57 UTC"
SIC_92_4349_00,c2845f16372d43098ff7d5a8aec5831e,2026-02-02T13:13:57Z,2026-01-14T13:28:36Z,Windows,Windows 11,Workstation,10.14.28.76,189.75.104.70,84-5c-31-e3-f2-e0,7.32.20403.0,Estacoes-4349,,hevilens4349_00,"Protecao fase 3 - Global Windows
27 Jan 26 12:17 UTC","Windows - Estacoes - Global
27 Jan 26 12:11 UTC","platform_default
14 Jan 26 13:35 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Jan 26 13:35 UTC"
SIC_93_4349_00,2b6a79e96bc64bb99e1e5c5fa9d33194,2026-02-02T13:22:09Z,2025-12-12T20:14:32Z,Windows,Windows 11,Workstation,10.14.28.72,189.75.104.70,84-5c-31-e4-01-ff,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",fabianas4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:35 UTC","Windows - Estacoes - Global
14 Jan 26 12:24 UTC","platform_default
12 Dec 25 20:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Dec 25 20:18 UTC"
SIC_94_4349_00,fa2b3af975e04c26a8155dade1c2eb86,2026-01-29T19:58:26Z,2023-11-01T19:46:17Z,Windows,Windows 10,Workstation,10.14.28.138,189.75.104.70,b4-45-06-d0-ef-53,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",ernandoc4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 18:29 UTC","Windows - Estacoes - Global
14 Jan 26 20:41 UTC","platform_default
17 Apr 25 19:33 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Aug 24 15:32 UTC"
SIC_95_4349_00,54f289975f5645bc9e7ea7c66edd015b,2026-02-02T13:23:11Z,2024-10-31T13:39:57Z,Windows,Windows 11,Workstation,10.14.28.69,189.75.104.70,74-86-e2-d9-bb-95,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",ericar4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:19 UTC","Windows - Estacoes - Global
14 Jan 26 13:26 UTC","platform_default
17 Apr 25 12:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Oct 24 13:41 UTC"
SIC_96_4349_00,d98b9d3960144a7eb709fc7efc1f8411,2026-02-02T13:21:13Z,2025-01-10T14:18:46Z,Windows,Windows 10,Workstation,10.14.28.111,189.75.104.70,d0-94-66-b0-fa-0e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",felipea4349_00,"Protecao fase 3 - Global Windows
24 Jan 26 21:04 UTC","Windows - Estacoes - Global
24 Jan 26 21:04 UTC","platform_default
17 Apr 25 12:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Jan 25 14:21 UTC"
SIC_97_4349_00,baf8d2e1809b482fbbddf5ff352620e9,2026-01-24T13:24:38Z,2025-11-28T19:53:32Z,Windows,Windows 11,Workstation,10.14.28.58,189.75.104.70,d4-a2-cd-28-04-c5,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",anaa4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:12 UTC","Windows - Estacoes - Global
14 Jan 26 12:14 UTC","platform_default
28 Nov 25 19:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Nov 25 19:56 UTC"
SIC_98_4349_00,61a083d01f7d4e39b0de1aca51501775,2026-02-02T13:01:55Z,2024-10-28T16:42:10Z,Windows,Windows 10,Workstation,10.14.28.108,189.75.104.70,f4-ee-08-c7-67-0f,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",renatan4349_00,"Protecao fase 3 - Global Windows
21 Jan 26 12:08 UTC","Windows - Estacoes - Global
21 Jan 26 12:11 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Oct 24 16:48 UTC"
SIC_99_4349_00,fa60392f2908426b83e1751ec6b1011c,2026-02-02T13:12:09Z,2024-11-08T16:49:18Z,Windows,Windows 11,Workstation,10.14.28.90,189.75.104.70,8c-04-ba-a5-b0-b1,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",hevilens4349_00,"Protecao fase 3 - Global Windows
19 Jan 26 12:52 UTC","Windows - Estacoes - Global
19 Jan 26 13:23 UTC","platform_default
22 Apr 25 12:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Nov 24 16:52 UTC"
SRV-RODC434902,9e1017c54f574f65a4c9c3c5e8ede5c1,2026-02-02T13:14:56Z,2025-10-02T15:48:42Z,Windows,Windows Server 2019,Server,10.14.21.55,45.231.20.62,00-0c-29-85-85-ac,7.32.20403.0,Servidor-AD-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
13 Jan 26 23:39 UTC","Windows  - Servidores Producao - Global
14 Jan 26 09:02 UTC","platform_default
02 Oct 25 15:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Oct 25 15:52 UTC"
SRV-RODC434905,cca4d441fcc94a82a026af7159c07fff,2026-02-02T13:02:42Z,2025-02-20T15:35:15Z,Windows,Windows Server 2019,Domain Controller,10.11.24.1,177.130.29.68,00-0c-29-88-c2-86,7.32.20403.0,Servidor-AD-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",nadim.admin,"Protecao fase 3 - Global Windows
13 Jan 26 23:28 UTC","Windows  - Servidores Producao - Global
14 Jan 26 00:23 UTC","platform_default
17 Apr 25 00:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Feb 25 15:36 UTC"
SRV-RODC4349UAD,1d27acee614c4023a08f9acb1da9e324,2026-02-02T13:18:24Z,2023-11-29T15:43:36Z,Windows,Windows Server 2019,Domain Controller,10.11.28.1,189.75.104.70,00-0c-29-53-35-71,7.32.20403.0,Servidor-AD-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",ericar4349_00,"Protecao fase 3 - Global Windows
13 Jan 26 23:22 UTC","Windows  - Servidores Producao - Global
14 Jan 26 01:10 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:31 UTC"
